date,close,volume,move,
4/4/2016,69.1,6821546,0,0.941624946
10/26/2015,58.02,10828025,0,0.650167894
1/13/2016,61.92,13672904,0,0.102784882
10/15/2014,75.2,21057683,0,0.014003536
2/23/2015,84.6,6730435,0,0.925813403
7/28/2015,72.1,8592296,0,0.806703889
7/31/2014,73.58,9632692,0,0.917966128
11/24/2015,59.92,12453866,0,0.190176781
6/23/2014,75.79,4276034,0,0.255279525
9/12/2014,75.77,5693775,0,0.783075211
12/3/2014,84.94,6374338,0,0.456918558
12/28/2016,69.31,4875651,0,0.934206859
3/24/2016,68,6301598,0,0.59496867
11/13/2014,82.94,22812356,0,0.839833689
6/4/2014,77.13,6199894,0,0.268536268
9/23/2015,63.72,5856724,0,0.463676241
10/11/2016,67.39,8591494,0,0.609814123
8/3/2016,72.94,6568133,0,0.708926053
9/1/2015,63.82,13374024,0,0.072939463
7/21/2016,73.52,4432231,0,0.898084559
11/18/2016,68.54,11135265,0,0.108319911
8/4/2016,73.3,4944907,0,0.210337682
9/12/2016,71.94,10864043,0,0.394457165
7/7/2016,73.53,7486861,0,0.098723582
3/17/2016,67.45,11831599,0,0.680472686
7/17/2015,73.39,5680568,0,0.85179225
6/3/2014,76.71,nan,0,0.943180577
3/18/2015,82.53,10252336,0,0.028600072
3/2/2016,66.21,9163208,0,0.539433658
11/17/2014,83.57,7993427,0,0.194059498
7/8/2014,76.65,7960476,0,0.499265129
12/10/2015,59.56,11359446,0,0.286255761
1/28/2016,64.22,11260757,-1,0.662768773
3/30/2016,68.8,7204059,0,0.466686929
12/22/2016,69.59,12106782,0,0.080381235
5/2/2016,67.59,7602236,0,0.444882738
6/15/2016,71.12,8016982,0,0.373079129
8/31/2015,64.73,8169068,0,0.727646201
1/12/2017,67.97,6544856,0,0.269013156
12/23/2015,61.09,7519834,0,0.711135346
6/26/2014,74.91,6922337,0,0.186882453
6/23/2016,72.1,6970182,0,0.726707631
7/1/2016,72.81,7638798,0,0.297276526
